,order_id,date,customer_id,customer_name,age,gender,region,category,product,quantity,unit_price,discount_pct,payment_method,order_status,rating,year,month,day
389,ORD00390,2022-06-11,CUST2947,Asha,25,F,South,Clothing,Saree,3,3298.35,20,UPI,Returned,3.2,2022,6,11
390,ORD00391,2022-06-05,CUST0757,Karan,19,M,Central,Furniture,Bookshelf,5,2242.87,10,Debit Card,Pending,1.4,2022,6,5
391,ORD00392,2022-05-18,CUST2917,Rohan,59,M,East,Clothing,Jeans,1,1828.34,15,Cash,Cancelled,3.4,2022,5,18
392,ORD00393,2022-01-16,CUST0912,Pooja,65,F,South,Clothing,Jeans,4,1170.05,15,Cash,Delivered,4.8,2022,1,16
393,ORD00394,2022-09-10,CUST2491,Arjun,65,M,West,Toys,Board Game,8,3454.92,15,UPI,Cancelled,4.1,2022,9,10
394,ORD00395,2022-09-09,CUST0161,Dev,53,M,West,Electronics,Headphones,8,4143.7,0,Debit Card,Delivered,2.6,2022,9,9
397,ORD00398,2022-05-07,CUST2893,Arjun,46,M,East,Electronics,Tablet,6,3474.0,5,Credit Card,Cancelled,,2022,5,7
399,ORD00400,2022-05-15,CUST1037,Meera,18,F,West,Books,Self-Help,5,3150.94,0,Net Banking,Cancelled,1.0,2022,5,15
401,ORD00402,2022-05-29,CUST2472,Rahul,37,M,East,Clothing,Jeans,1,3283.72,0,Credit Card,Delivered,3.7,2022,5,29
406,ORD00407,2022-08-01,CUST1696,Kavya,20,F,East,Electronics,Laptop,1,2351.18,0,UPI,Returned,5.0,2022,8,1
407,ORD00408,2022-11-04,CUST0026,Suresh,25,M,East,Books,Comics,5,3961.47,10,UPI,Cancelled,2.3,2022,11,4
411,ORD00412,2022-08-10,CUST1533,Anita,20,F,South,Furniture,Table,6,2286.94,10,Credit Card,Cancelled,1.7,2022,8,10
414,ORD00415,2022-10-21,CUST1807,Rohan,60,M,North,Toys,RC Car,4,1638.36,5,UPI,Returned,2.3,2022,10,21
415,ORD00416,2022-07-31,CUST1111,Ravi,27,M,East,Electronics,Laptop,10,2820.15,0,Debit Card,Returned,3.2,2022,7,31
416,ORD00417,2022-05-14,CUST2767,Amit,21,M,North,Food,Biscuits,6,2725.86,0,Net Banking,Delivered,,2022,5,14
419,ORD00420,2022-12-26,CUST1157,Nisha,40,F,Central,Furniture,Bookshelf,1,373.56,0,Debit Card,Returned,4.4,2022,12,26
420,ORD00421,2022-11-06,CUST1694,Nikhil,33,M,Central,Toys,LEGO Set,6,2802.94,0,Cash,Returned,2.6,2022,11,6
424,ORD00425,2022-11-03,CUST1248,Ritu,45,F,East,Sports,Yoga Mat,4,1068.03,10,Credit Card,Delivered,4.7,2022,11,3
425,ORD00426,2022-02-24,CUST2294,Sneha,40,F,North,Toys,RC Car,1,1877.65,20,UPI,Delivered,,2022,2,24
427,ORD00428,2022-05-18,CUST2656,Nisha,19,F,South,Toys,Puzzle,3,1477.93,5,Net Banking,Cancelled,,2022,5,18
430,ORD00431,2022-05-26,CUST1145,Nisha,47,F,Central,Electronics,Smartwatch,8,4810.6,0,Credit Card,Delivered,3.1,2022,5,26
432,ORD00433,2022-10-24,CUST2448,Ritu,65,F,East,Books,Comics,7,1796.93,10,Debit Card,Pending,3.8,2022,10,24
434,ORD00435,2022-01-15,CUST2424,Meera,65,F,South,Clothing,Kurta,5,1412.32,10,Net Banking,Pending,3.4,2022,1,15
435,ORD00436,2022-02-03,CUST0595,Ravi,56,M,South,Toys,Doll,8,945.01,20,Net Banking,Cancelled,1.3,2022,2,3
436,ORD00437,2022-02-25,CUST0476,Kavya,21,F,South,Books,Self-Help,3,1093.74,10,Net Banking,Cancelled,4.0,2022,2,25
439,ORD00440,2022-07-19,CUST0737,Ritu,38,F,Central,Furniture,Bookshelf,4,3684.85,20,Credit Card,Delivered,3.7,2022,7,19
440,ORD00441,2022-12-26,CUST0791,Rahul,20,M,North,Furniture,Chair,9,564.34,15,Debit Card,Delivered,2.1,2022,12,26
441,ORD00442,2022-03-30,CUST2689,Rohan,59,M,Central,Books,Textbook,10,3208.51,0,Cash,Delivered,1.5,2022,3,30
443,ORD00444,2022-07-02,CUST0822,Nikhil,57,M,West,Furniture,Sofa,1,1328.28,10,Cash,Cancelled,3.0,2022,7,2
445,ORD00446,2022-06-05,CUST2354,Arjun,18,M,Central,Clothing,T-Shirt,1,3339.8,10,Net Banking,Cancelled,4.6,2022,6,5
447,ORD00448,2022-03-24,CUST1188,Priya,59,F,South,Books,Novel,6,2696.4,10,Cash,Delivered,4.0,2022,3,24
451,ORD00452,2022-02-16,CUST0059,Vijay,29,M,North,Furniture,Chair,8,4540.54,20,UPI,Delivered,3.6,2022,2,16
452,ORD00453,2022-04-27,CUST0904,Ritu,22,F,South,Clothing,Kurta,2,4098.11,0,Net Banking,Pending,4.2,2022,4,27
453,ORD00454,2022-02-16,CUST0495,Nisha,35,F,South,Electronics,Smartwatch,9,729.78,5,Net Banking,Returned,2.3,2022,2,16
454,ORD00455,2022-05-17,CUST2590,Asha,57,F,West,Clothing,Saree,4,4632.09,0,Cash,Delivered,,2022,5,17
455,ORD00456,2022-10-18,CUST1950,Anita,62,F,South,Electronics,Laptop,3,4634.38,20,Cash,Returned,4.2,2022,10,18
460,ORD00461,2022-08-24,CUST0402,Ritu,33,F,West,Sports,Badminton Set,7,1033.82,10,Cash,Cancelled,2.3,2022,8,24
461,ORD00462,2022-05-29,CUST0730,Amit,42,M,East,Furniture,Bed Frame,8,318.98,15,Cash,Cancelled,3.4,2022,5,29
462,ORD00463,2022-03-03,CUST1907,Karan,47,M,West,Food,Cooking Oil,6,679.7,20,Cash,Pending,1.4,2022,3,3
466,ORD00467,2022-01-17,CUST2881,Nikhil,47,M,Central,Clothing,Jeans,6,1514.16,0,Debit Card,Delivered,2.2,2022,1,17
470,ORD00471,2022-08-19,CUST2063,Dev,61,M,West,Electronics,Headphones,10,4362.1,5,UPI,Delivered,4.6,2022,8,19
472,ORD00473,2022-10-23,CUST0675,Suresh,35,M,North,Furniture,Chair,2,1983.88,5,Cash,Cancelled,1.3,2022,10,23
473,ORD00474,2022-05-16,CUST2641,Suresh,19,M,East,Sports,Cricket Bat,5,2111.86,20,Cash,Delivered,2.7,2022,5,16
475,ORD00476,2022-08-21,CUST0194,Meera,27,F,East,Sports,Football,5,900.1,10,UPI,Cancelled,4.9,2022,8,21
478,ORD00479,2022-11-24,CUST2238,Anita,50,F,East,Electronics,Headphones,8,3854.16,15,UPI,Cancelled,4.9,2022,11,24
479,ORD00480,2022-12-13,CUST0165,Ritu,26,F,Central,Books,Textbook,10,3656.29,15,Credit Card,Pending,3.9,2022,12,13
480,ORD00481,2022-02-26,CUST2157,Nikhil,32,M,East,Sports,Football,8,1819.1,10,Cash,Delivered,1.8,2022,2,26
481,ORD00482,2022-07-19,CUST2096,Dev,21,M,East,Toys,Puzzle,2,4880.41,15,Net Banking,Returned,3.4,2022,7,19
482,ORD00483,2022-11-12,CUST0359,Nisha,31,F,West,Furniture,Sofa,1,1459.02,10,Net Banking,Cancelled,4.5,2022,11,12
486,ORD00487,2022-01-30,CUST0274,Anita,56,F,East,Books,Comics,7,937.89,5,Debit Card,Cancelled,2.1,2022,1,30
487,ORD00488,2022-01-18,CUST0240,Meera,27,F,East,Books,Self-Help,2,1897.35,20,Net Banking,Returned,1.7,2022,1,18
488,ORD00489,2022-02-19,CUST0315,Sneha,50,F,South,Electronics,Tablet,6,2126.59,10,Cash,Delivered,3.1,2022,2,19
489,ORD00490,2022-04-09,CUST0589,Dev,18,M,South,Food,Spices Pack,5,1393.72,10,Debit Card,Pending,2.4,2022,4,9
491,ORD00492,2022-12-23,CUST1811,Pooja,56,F,Central,Electronics,Laptop,3,4620.88,15,UPI,Returned,2.5,2022,12,23
494,ORD00495,2022-07-09,CUST0597,Amit,65,M,East,Toys,LEGO Set,10,1066.74,5,Debit Card,Pending,1.1,2022,7,9
495,ORD00496,2022-03-11,CUST2369,Sneha,18,F,Central,Toys,Board Game,10,1247.02,20,Cash,Returned,,2022,3,11
496,ORD00497,2022-08-08,CUST1945,Sneha,41,F,Central,Toys,Board Game,1,4869.22,0,Cash,Cancelled,4.4,2022,8,8
497,ORD00498,2022-08-22,CUST1288,Vijay,25,M,West,Toys,RC Car,7,2149.25,20,Credit Card,Returned,4.0,2022,8,22
498,ORD00499,2022-12-02,CUST1872,Nisha,56,F,East,Books,Comics,9,3624.58,0,Net Banking,Returned,2.5,2022,12,2
500,ORD00501,2022-06-22,CUST0816,Amit,39,M,South,Clothing,Saree,7,3490.43,0,Debit Card,Cancelled,,2022,6,22
503,ORD00504,2022-11-07,CUST0314,Priya,60,F,Central,Clothing,Saree,10,3412.06,5,Net Banking,Cancelled,1.4,2022,11,7
504,ORD00505,2022-12-18,CUST0073,Ravi,20,M,West,Books,Self-Help,8,2548.73,20,Credit Card,Cancelled,3.2,2022,12,18
505,ORD00506,2022-07-01,CUST1242,Nisha,63,F,South,Toys,Puzzle,8,2325.3,0,Net Banking,Cancelled,4.4,2022,7,1
509,ORD00510,2022-11-09,CUST2206,Suresh,38,M,North,Clothing,Jacket,10,470.46,0,Net Banking,Cancelled,1.7,2022,11,9
517,ORD00518,2022-01-30,CUST2698,Divya,53,F,South,Books,Novel,4,838.82,5,Credit Card,Cancelled,4.2,2022,1,30
519,ORD00520,2022-09-01,CUST1284,Dev,39,M,Central,Books,Cookbook,9,1296.45,0,Net Banking,Returned,4.1,2022,9,1
524,ORD00525,2022-06-14,CUST1442,Pooja,44,F,Central,Books,Self-Help,6,3601.06,0,Debit Card,Pending,3.0,2022,6,14
525,ORD00526,2022-01-04,CUST1286,Priya,54,F,North,Toys,LEGO Set,3,3169.27,5,Credit Card,Returned,3.5,2022,1,4
529,ORD00530,2022-07-15,CUST1091,Pooja,36,F,West,Toys,Puzzle,2,1161.2,5,Net Banking,Returned,4.3,2022,7,15
531,ORD00532,2022-11-28,CUST0870,Karan,63,M,West,Sports,Yoga Mat,2,101.09,5,Net Banking,Pending,2.6,2022,11,28
533,ORD00534,2022-02-12,CUST2064,Meera,49,F,East,Furniture,Sofa,3,4841.89,20,Net Banking,Returned,2.0,2022,2,12
534,ORD00535,2022-11-17,CUST0524,Karan,49,M,East,Books,Cookbook,7,751.89,0,UPI,Cancelled,,2022,11,17
535,ORD00536,2022-11-20,CUST0620,Meera,53,F,West,Sports,Badminton Set,9,1599.4,5,Credit Card,Returned,3.0,2022,11,20
537,ORD00538,2022-10-18,CUST2084,Pooja,35,F,Central,Electronics,Phone,2,1780.54,5,Debit Card,Returned,1.7,2022,10,18
538,ORD00539,2022-09-10,CUST1347,Dev,19,M,East,Toys,Board Game,3,2111.27,0,Credit Card,Cancelled,3.7,2022,9,10
541,ORD00542,2022-06-16,CUST2651,Meera,59,F,South,Clothing,Jeans,7,491.48,5,Credit Card,Pending,2.6,2022,6,16
543,ORD00544,2022-04-06,CUST1400,Nikhil,47,M,South,Toys,RC Car,10,972.46,15,Cash,Cancelled,,2022,4,6
544,ORD00545,2022-11-04,CUST1231,Ravi,33,M,Central,Furniture,Bookshelf,2,4540.68,15,Net Banking,Pending,1.5,2022,11,4
546,ORD00547,2022-07-03,CUST0186,Ritu,23,F,West,Electronics,Smartwatch,1,613.98,15,UPI,Pending,4.4,2022,7,3
547,ORD00548,2022-08-05,CUST2475,Pooja,34,F,North,Sports,Badminton Set,6,4835.26,5,Net Banking,Delivered,4.0,2022,8,5
549,ORD00550,2022-01-17,CUST0110,Meera,31,F,West,Electronics,Phone,3,118.69,0,Cash,Returned,1.8,2022,1,17
551,ORD00552,2022-02-22,CUST2921,Arjun,45,M,West,Sports,Football,4,1509.42,15,Net Banking,Pending,1.4,2022,2,22
556,ORD00557,2022-11-07,CUST0075,Vijay,40,M,East,Sports,Yoga Mat,2,3977.74,15,UPI,Returned,3.2,2022,11,7
557,ORD00558,2022-08-21,CUST1057,Dev,39,M,East,Electronics,Laptop,6,2181.57,20,Credit Card,Pending,1.9,2022,8,21
559,ORD00560,2022-10-27,CUST2042,Vijay,64,M,North,Books,Novel,4,4559.38,5,Cash,Pending,4.0,2022,10,27
560,ORD00561,2022-09-09,CUST1175,Sneha,50,F,South,Electronics,Phone,8,4849.7,0,Credit Card,Pending,2.9,2022,9,9
562,ORD00563,2022-12-13,CUST0674,Arjun,45,M,North,Clothing,T-Shirt,9,4721.03,0,Net Banking,Delivered,4.9,2022,12,13
563,ORD00564,2022-11-08,CUST1410,Rohan,18,M,East,Electronics,Smartwatch,5,2125.56,20,Debit Card,Returned,2.3,2022,11,8
565,ORD00566,2022-10-18,CUST1279,Dev,51,M,East,Food,Dal 2kg,3,2626.33,20,Cash,Delivered,3.0,2022,10,18
568,ORD00569,2022-09-11,CUST0789,Meera,41,F,West,Food,Biscuits,3,3586.04,20,Credit Card,Returned,3.1,2022,9,11
571,ORD00572,2022-05-02,CUST0496,Arjun,41,M,Central,Furniture,Chair,3,4723.14,10,UPI,Delivered,2.6,2022,5,2
572,ORD00573,2022-01-29,CUST2416,Amit,44,M,North,Food,Spices Pack,6,1551.14,15,UPI,Pending,1.6,2022,1,29
573,ORD00574,2022-03-11,CUST2348,Vijay,37,M,Central,Toys,Puzzle,1,655.52,10,Net Banking,Pending,2.7,2022,3,11
575,ORD00576,2022-10-12,CUST2897,Kavya,19,F,Central,Furniture,Sofa,9,276.81,15,UPI,Delivered,4.5,2022,10,12
578,ORD00579,2022-04-28,CUST1169,Priya,27,F,South,Toys,Board Game,6,1940.95,0,UPI,Delivered,3.2,2022,4,28
579,ORD00580,2022-07-05,CUST0240,Ravi,37,M,West,Furniture,Table,1,3091.65,10,Credit Card,Pending,,2022,7,5
580,ORD00581,2022-02-23,CUST2401,Nikhil,33,M,West,Food,Spices Pack,7,4710.81,0,Debit Card,Cancelled,4.0,2022,2,23
582,ORD00583,2022-03-27,CUST0584,Dev,41,M,Central,Books,Textbook,5,2862.82,15,Cash,Returned,3.0,2022,3,27
583,ORD00584,2022-10-24,CUST0247,Asha,48,F,East,Furniture,Chair,1,4072.59,20,Debit Card,Pending,1.7,2022,10,24
584,ORD00585,2022-02-16,CUST0287,Nisha,37,F,North,Toys,Doll,10,4211.39,10,Net Banking,Delivered,3.1,2022,2,16
588,ORD00589,2022-01-21,CUST2905,Amit,40,M,South,Furniture,Sofa,4,2250.66,5,Credit Card,Pending,3.7,2022,1,21
589,ORD00590,2022-08-03,CUST2616,Suresh,43,M,North,Furniture,Sofa,1,1439.74,20,UPI,Cancelled,,2022,8,3
592,ORD00593,2022-02-14,CUST1139,Meera,44,F,Central,Electronics,Smartwatch,8,2503.09,20,Net Banking,Pending,1.9,2022,2,14
593,ORD00594,2022-08-20,CUST0305,Nikhil,33,M,South,Clothing,Jacket,2,4406.49,0,Cash,Pending,2.7,2022,8,20
601,ORD00602,2022-07-25,CUST0281,Dev,39,M,South,Toys,Board Game,1,2139.2,5,Net Banking,Cancelled,1.8,2022,7,25
602,ORD00603,2022-06-16,CUST0173,Ritu,49,F,South,Sports,Badminton Set,10,1533.18,10,Credit Card,Returned,4.5,2022,6,16
605,ORD00606,2022-07-02,CUST1073,Ravi,24,M,North,Books,Textbook,6,4245.29,5,Cash,Cancelled,1.7,2022,7,2
610,ORD00611,2022-08-12,CUST2341,Suresh,28,M,East,Clothing,Jeans,8,4322.68,15,UPI,Delivered,4.6,2022,8,12
611,ORD00612,2022-02-12,CUST1746,Amit,46,M,West,Food,Dal 2kg,9,1790.3,20,Net Banking,Cancelled,3.5,2022,2,12
612,ORD00613,2022-08-28,CUST0338,Pooja,36,F,Central,Food,Spices Pack,7,172.36,15,Debit Card,Delivered,1.3,2022,8,28
613,ORD00614,2022-07-25,CUST1025,Kavya,37,F,East,Electronics,Laptop,2,1833.17,20,Cash,Returned,3.7,2022,7,25
617,ORD00618,2022-11-03,CUST0132,Kavya,26,F,South,Furniture,Bookshelf,7,3826.07,20,UPI,Cancelled,1.1,2022,11,3
618,ORD00619,2022-04-22,CUST2618,Kavya,37,F,North,Furniture,Chair,9,1962.85,15,Cash,Delivered,4.8,2022,4,22
619,ORD00620,2022-03-13,CUST0844,Rahul,32,M,East,Toys,Board Game,8,182.85,5,Debit Card,Delivered,2.5,2022,3,13
621,ORD00622,2022-06-12,CUST2407,Vijay,30,M,Central,Toys,Doll,5,2189.39,15,Net Banking,Pending,4.8,2022,6,12
622,ORD00623,2022-09-10,CUST2011,Rahul,47,M,West,Clothing,Saree,2,4131.68,20,Debit Card,Delivered,4.6,2022,9,10
624,ORD00625,2022-09-03,CUST2573,Divya,52,F,East,Books,Textbook,10,522.89,0,Credit Card,Returned,1.6,2022,9,3
625,ORD00626,2022-04-18,CUST1680,Divya,46,F,South,Toys,Board Game,2,4976.82,0,UPI,Returned,4.1,2022,4,18
626,ORD00627,2022-07-19,CUST0470,Arjun,63,M,South,Electronics,Laptop,8,1936.72,15,UPI,Cancelled,1.0,2022,7,19
627,ORD00628,2022-05-24,CUST0661,Pooja,28,F,North,Electronics,Laptop,9,3302.26,15,Debit Card,Delivered,2.1,2022,5,24
630,ORD00631,2022-12-12,CUST0259,Kavya,32,F,North,Clothing,T-Shirt,1,2137.33,0,Cash,Returned,3.7,2022,12,12
634,ORD00635,2022-03-11,CUST2397,Sneha,46,F,West,Food,Cooking Oil,6,4891.21,15,Debit Card,Returned,3.4,2022,3,11
635,ORD00636,2022-09-07,CUST1535,Suresh,49,M,East,Electronics,Smartwatch,2,1578.8,15,Cash,Returned,1.2,2022,9,7
637,ORD00638,2022-02-25,CUST1018,Priya,61,F,South,Clothing,Jacket,6,1249.13,20,Debit Card,Cancelled,3.7,2022,2,25
638,ORD00639,2022-07-17,CUST0580,Sneha,31,F,South,Furniture,Chair,2,4355.84,0,Credit Card,Returned,,2022,7,17
639,ORD00640,2022-06-18,CUST0723,Suresh,56,M,South,Sports,Cricket Bat,7,3638.7,10,UPI,Pending,2.0,2022,6,18
642,ORD00643,2022-05-20,CUST0777,Meera,18,F,North,Furniture,Bed Frame,10,2430.18,10,Debit Card,Pending,1.8,2022,5,20
647,ORD00648,2022-05-27,CUST1631,Divya,62,F,East,Toys,LEGO Set,2,3199.09,10,Credit Card,Returned,1.8,2022,5,27
649,ORD00650,2022-07-16,CUST1675,Arjun,46,M,Central,Sports,Football,3,1044.66,5,Credit Card,Returned,4.6,2022,7,16
650,ORD00651,2022-01-31,CUST2756,Ravi,24,M,North,Electronics,Headphones,2,1419.97,10,Credit Card,Pending,2.9,2022,1,31
654,ORD00655,2022-11-30,CUST1985,Rahul,43,M,Central,Books,Comics,1,3187.2,0,Credit Card,Pending,1.9,2022,11,30
656,ORD00657,2022-04-29,CUST0997,Anita,31,F,South,Food,Biscuits,8,881.86,15,Credit Card,Delivered,3.2,2022,4,29
657,ORD00658,2022-09-21,CUST2747,Priya,25,F,South,Clothing,Jacket,7,3843.23,5,Debit Card,Cancelled,4.8,2022,9,21
658,ORD00659,2022-03-08,CUST2939,Karan,65,M,West,Toys,Doll,10,3843.37,20,Debit Card,Cancelled,2.5,2022,3,8
659,ORD00660,2022-12-15,CUST0476,Suresh,54,M,East,Food,Rice 5kg,5,484.02,0,Cash,Pending,4.7,2022,12,15
660,ORD00661,2022-07-14,CUST1310,Ritu,41,F,South,Books,Novel,5,356.33,20,Debit Card,Returned,4.9,2022,7,14
661,ORD00662,2022-08-13,CUST2464,Nikhil,36,M,South,Electronics,Smartwatch,8,1613.83,10,Credit Card,Pending,2.8,2022,8,13
664,ORD00665,2022-03-15,CUST2853,Divya,30,F,Central,Books,Self-Help,6,3800.69,15,Net Banking,Delivered,2.1,2022,3,15
666,ORD00667,2022-04-15,CUST0605,Suresh,42,M,West,Toys,Doll,1,1843.02,20,Cash,Delivered,5.0,2022,4,15
670,ORD00671,2022-11-02,CUST0261,Anita,63,F,Central,Toys,Board Game,3,1950.6,15,Cash,Cancelled,1.4,2022,11,2
673,ORD00674,2022-09-12,CUST2128,Nisha,36,F,Central,Sports,Football,7,4886.66,0,Net Banking,Returned,4.8,2022,9,12
675,ORD00676,2022-10-12,CUST0305,Kavya,53,F,East,Clothing,Kurta,9,1119.4,10,UPI,Cancelled,3.5,2022,10,12
677,ORD00678,2022-09-11,CUST0511,Sneha,52,F,North,Food,Dal 2kg,7,178.25,20,Debit Card,Cancelled,,2022,9,11
678,ORD00679,2022-05-30,CUST0041,Karan,24,M,West,Books,Novel,6,4550.76,10,Cash,Cancelled,1.9,2022,5,30
679,ORD00680,2022-04-08,CUST1156,Amit,53,M,East,Clothing,Kurta,5,2964.69,15,Debit Card,Delivered,3.8,2022,4,8
683,ORD00684,2022-06-19,CUST1171,Anita,53,F,West,Books,Novel,2,3663.27,0,Credit Card,Cancelled,1.3,2022,6,19
684,ORD00685,2022-01-15,CUST0030,Arjun,63,M,West,Furniture,Bed Frame,9,3504.52,15,Debit Card,Pending,4.6,2022,1,15
686,ORD00687,2022-12-13,CUST2209,Priya,25,F,East,Furniture,Bookshelf,7,893.9,0,UPI,Cancelled,2.0,2022,12,13
688,ORD00689,2022-12-25,CUST1453,Rohan,18,M,North,Furniture,Sofa,5,1801.77,0,Net Banking,Cancelled,1.7,2022,12,25
689,ORD00690,2022-01-08,CUST0927,Amit,48,M,West,Sports,Dumbbells,3,2083.06,15,UPI,Pending,3.6,2022,1,8
691,ORD00692,2022-12-06,CUST0816,Amit,48,M,East,Clothing,Jacket,1,711.72,15,Credit Card,Cancelled,1.6,2022,12,6
693,ORD00694,2022-02-23,CUST2446,Vijay,65,M,North,Food,Biscuits,1,3848.56,5,Net Banking,Cancelled,2.4,2022,2,23
700,ORD00701,2022-07-17,CUST0307,Amit,52,M,Central,Clothing,Kurta,2,253.14,5,UPI,Pending,4.7,2022,7,17
702,ORD00703,2022-01-23,CUST0529,Anita,36,F,North,Furniture,Bookshelf,9,4660.1,20,Debit Card,Delivered,2.1,2022,1,23
705,ORD00706,2022-10-26,CUST0607,Asha,35,F,South,Electronics,Phone,4,275.78,5,UPI,Delivered,,2022,10,26
707,ORD00708,2022-06-30,CUST2693,Priya,55,F,North,Books,Novel,6,1135.43,10,Net Banking,Pending,1.1,2022,6,30
708,ORD00709,2022-06-09,CUST1778,Arjun,41,M,South,Clothing,Jacket,5,1059.4,15,Net Banking,Delivered,3.9,2022,6,9
709,ORD00710,2022-07-04,CUST0668,Sneha,29,F,West,Furniture,Table,3,984.86,15,Debit Card,Returned,1.1,2022,7,4
710,ORD00711,2022-04-13,CUST0049,Vijay,56,M,North,Electronics,Headphones,4,2302.37,15,Net Banking,Cancelled,1.5,2022,4,13
711,ORD00712,2022-10-02,CUST0056,Amit,18,M,North,Toys,LEGO Set,1,704.29,0,Debit Card,Pending,3.5,2022,10,2
712,ORD00713,2022-11-11,CUST0229,Suresh,52,M,East,Clothing,Saree,10,4467.33,5,Debit Card,Delivered,1.6,2022,11,11
713,ORD00714,2022-05-26,CUST0919,Rahul,19,M,South,Electronics,Smartwatch,5,557.7,15,Net Banking,Cancelled,,2022,5,26
715,ORD00716,2022-03-28,CUST0730,Ravi,45,M,Central,Food,Rice 5kg,10,1701.94,10,UPI,Returned,3.4,2022,3,28
716,ORD00717,2022-04-17,CUST1512,Sneha,34,F,North,Books,Comics,10,4096.93,10,Credit Card,Returned,3.0,2022,4,17
717,ORD00718,2022-03-10,CUST2977,Karan,35,M,South,Clothing,Saree,8,3620.65,15,Credit Card,Pending,2.7,2022,3,10
719,ORD00720,2022-08-24,CUST1728,Asha,51,F,Central,Furniture,Bed Frame,9,2488.38,20,Cash,Delivered,3.3,2022,8,24
720,ORD00721,2022-05-17,CUST1431,Karan,41,M,South,Electronics,Phone,1,1843.87,15,UPI,Cancelled,1.2,2022,5,17
721,ORD00722,2022-05-22,CUST0587,Dev,42,M,North,Furniture,Table,4,4147.72,0,Net Banking,Pending,3.8,2022,5,22
722,ORD00723,2022-06-11,CUST1497,Amit,27,M,North,Books,Cookbook,2,2410.29,20,Cash,Delivered,,2022,6,11
723,ORD00724,2022-05-24,CUST1227,Rohan,48,M,West,Toys,Puzzle,3,3838.82,15,UPI,Cancelled,3.8,2022,5,24
727,ORD00728,2022-01-29,CUST0437,Ravi,22,M,South,Electronics,Laptop,2,1845.37,10,Debit Card,Delivered,1.7,2022,1,29
732,ORD00733,2022-09-02,CUST0308,Nisha,27,F,Central,Sports,Yoga Mat,1,4458.87,15,Net Banking,Delivered,3.4,2022,9,2
734,ORD00735,2022-09-22,CUST1811,Ritu,59,F,South,Food,Spices Pack,2,402.11,15,Credit Card,Cancelled,4.9,2022,9,22
736,ORD00737,2022-09-08,CUST0634,Meera,24,F,East,Books,Novel,10,4888.29,0,Net Banking,Returned,3.2,2022,9,8
740,ORD00741,2022-03-27,CUST0335,Rahul,37,M,West,Toys,Puzzle,5,1297.75,5,Net Banking,Returned,2.1,2022,3,27
741,ORD00742,2022-12-17,CUST0814,Sneha,40,F,West,Toys,LEGO Set,2,4480.04,15,Net Banking,Cancelled,2.2,2022,12,17
748,ORD00749,2022-07-20,CUST1437,Divya,47,F,West,Clothing,Jeans,8,2780.36,0,Net Banking,Delivered,4.8,2022,7,20
749,ORD00750,2022-11-11,CUST1699,Kavya,61,F,South,Sports,Badminton Set,5,4404.06,10,Credit Card,Cancelled,4.2,2022,11,11
753,ORD00754,2022-06-06,CUST2899,Amit,52,M,North,Electronics,Headphones,1,3163.03,20,Debit Card,Cancelled,,2022,6,6
754,ORD00755,2022-11-01,CUST2975,Vijay,42,M,East,Furniture,Sofa,3,1236.62,5,Credit Card,Pending,4.4,2022,11,1
756,ORD00757,2022-01-23,CUST2563,Arjun,22,M,South,Toys,RC Car,4,1984.46,15,Net Banking,Cancelled,2.9,2022,1,23
759,ORD00760,2022-10-02,CUST0377,Rahul,40,M,Central,Food,Cooking Oil,4,463.04,5,UPI,Cancelled,1.8,2022,10,2
763,ORD00764,2022-09-09,CUST2691,Amit,41,M,East,Clothing,Jacket,7,3964.94,10,Cash,Pending,,2022,9,9
764,ORD00765,2022-11-26,CUST1580,Rahul,36,M,Central,Food,Rice 5kg,6,1108.17,20,Cash,Returned,3.2,2022,11,26
767,ORD00768,2022-02-10,CUST1925,Meera,24,F,West,Clothing,Saree,1,4484.36,20,UPI,Pending,1.1,2022,2,10
769,ORD00770,2022-05-23,CUST2817,Ritu,64,F,West,Electronics,Laptop,4,286.78,0,Cash,Returned,2.3,2022,5,23
770,ORD00771,2022-09-23,CUST0197,Suresh,37,M,North,Books,Comics,9,4948.35,0,UPI,Pending,1.2,2022,9,23
771,ORD00772,2022-05-10,CUST2393,Meera,44,F,West,Books,Textbook,3,2938.09,0,Credit Card,Returned,1.6,2022,5,10
772,ORD00773,2022-10-31,CUST0993,Pooja,60,F,South,Food,Spices Pack,8,1167.86,10,Credit Card,Delivered,2.4,2022,10,31
773,ORD00774,2022-07-12,CUST2419,Priya,51,F,Central,Clothing,T-Shirt,4,2367.34,15,UPI,Pending,2.4,2022,7,12
776,ORD00777,2022-12-27,CUST0345,Sneha,40,F,West,Food,Rice 5kg,8,3326.33,15,Cash,Returned,4.7,2022,12,27
779,ORD00780,2022-10-10,CUST2933,Rahul,43,M,West,Sports,Badminton Set,4,375.94,0,Net Banking,Delivered,3.5,2022,10,10
783,ORD00784,2022-04-13,CUST1854,Kavya,49,F,East,Sports,Dumbbells,3,3787.21,0,Debit Card,Pending,3.9,2022,4,13
785,ORD00786,2022-09-08,CUST1765,Vijay,41,M,South,Furniture,Table,3,1818.11,0,Credit Card,Returned,3.8,2022,9,8
786,ORD00787,2022-06-29,CUST1357,Anita,43,F,Central,Food,Biscuits,8,4937.29,20,Net Banking,Pending,3.7,2022,6,29
